_id,english,somali
6810e37ec93e59710861dfb6,"By targeting the cities with electricity and internet access, we could start a dynamic blogosphere in all four regions of Guinea.","Iyada oo la beegsanayo magaalooyinka leh korontada iyo internetka, waxaan ka bilaabi karnaa baloog firfircoon afarta gobol ee Guinea."
6810e37ec93e59710861dfb7,"Xuman : And finally, all the people who don't pay attention to the news but who prefer to listen to music.","Xuman: Ugu dambayntii, dhammaan dadka aan fiiro gaar ah u yeelan wararka laakiin doorbida inay dhegaystaan muusikada."
6810e37ec93e59710861dfb8,In some countries associations of people who fight against the stigma and for the right to treatment have developed around DREAM.,"Wadamada qaar, ururo dad ah oo la dagaallama nacaybka iyo xuquuqda daaweynta ayaa ka soo baxay agagaarka DREAM."
6810e37ec93e59710861dfb9,"In another region of Colombia, the Arhuaco Indians are benefiting from the same system in the Santa Marta mountain range area.","Gobol kale oo ku yaal Kolombiya, dadka Arhuaco Indian ayaa ka faa'iideysanaya nidaamka isku mid ah ee aagga buuraha Santa Marta."
6810e37ec93e59710861dfba,"“For Togo and Burkina Faso, any intervention we design will be informed by the research we are conducting now,” Gicheru added.","""Marka laga hadlayo Togo iyo Burkina Faso, wax kasta oo faragelin ah oo aan qorsheyneyno waxaa hagi doona cilmi-baarista aan hadda wadno,"" ayuu raaciyay Gicheru."
6810e37ec93e59710861dfbb,"Bubisher means “a bird bringing good news.” According  to Roge Blog, it is also the name of a Saharaui poetry book.","Bubisher macnaheedu waa ""shimbir warka wanaagsan sideysa."" Sida laga soo xigtay Roge Blog, waa magaca buug gabayo oo Saharaui ah."
6810e37ec93e59710861dfbc,"In return, Sporting organized a solidarity campaign in support of those displaced by the armed conflict in Cabo Delgado, northern Mozambique.","Sidii abaal-marin, Sporting waxay abaabushay olole iskaashi ah oo lagu taageerayo dadka ku barakacay colaadda hubaysan ee ka jirta Cabo Delgado, waqooyiga Mozambique."
6810e37ec93e59710861dfbd,What good is it for me to be protected in Chile if it's actually the US government that's violating my rights?,Maxaa faa'iido ah inaan ku badbaado Chile haddii ay tahay dowladda Mareykanka ee ku xadgudbeysa xuquuqdayda?
6810e37ec93e59710861dfbe,These measures follow the demise of the country's only two independent newspapers — The Phnom Pehn Post and The Cambodia Daily.,Tallaabooyinkani waxay ku soo beegmayaan geeridii labadii wargeys ee madaxa bannaanaa ee dalka - The Phnom Pehn Post iyo The Cambodia Daily.
6810e37ec93e59710861dfbf,"Major pornography websites have been blocked as well, in what may be an attempt to test the country’s online censorship capacity.","Shabakadaha waaweyn ee sawirrada qaawanaanta ah ayaa sidoo kale la xiray, taasoo laga yaabo inay tahay isku day lagu tijaabinayo awoodda dalka ee faafreebka internetka."
6810e37ec93e59710861dfc0,"Sustainability and homogeneous development are hard to achieve when infrastructure are still so unequally distributed, especially between urban and rural areas.","Waarta iyo horumar isku mid ah way adag tahay in la gaaro marka kaabayaasha dhaqaalaha ay wali si aan sinnayn loo qaybiyo, gaar ahaan inta u dhaxaysa magaalooyinka iyo miyiga."
6810e37ec93e59710861dfc1,"This will be a chance for bloggers from all over Morocco to come together in Fez for workshops, community, and fun.","Tani waxay fursad u noqon doontaa baloogyada ka kala yimid guud ahaan Marooko inay isugu yimaadaan Fez si ay u helaan aqoon-is-weydaarsiyo, bulsho, iyo madadaalo."
6810e37ec93e59710861dfc2,"Experts say we've already seen examples of this impact, from epidemics of cholera in Bangladesh to Rift Valley fever in Africa.","Khubaradu waxay sheegayaan inaan horey u aragnay tusaalooyin saameyntan ah, laga bilaabo faafitaanka daacuunka ee Bangladesh ilaa qandhada Dooxada Rift ee Afrika."
6810e37ec93e59710861dfc3,"However, the blog Globalisation and the Environment  points out that it's hard to separate climate change and poverty's impacts on health.","Si kastaba ha ahaatee, baloogga Caalamiyeynta iyo Deegaanka ayaa tilmaamaya in ay adag tahay in la kala saaro isbeddelka cimilada iyo saameynta faqriga ee caafimaadka."
6810e37ec93e59710861dfc4,“Those who live in western societies do not understand the importance of being able to criticize the actions of their government.,"""Dadka ku nool bulshooyinka reer galbeedka ma fahmaan muhiimadda ay leedahay in la awoodo in la dhaleeceeyo ficillada dowladooda."""
6810e37ec93e59710861dfc5,"His long career as an artist committed to African independence, fighting corruption, and many other causes has gained him recognition worldwide.","Xirfadiisa dheer ee fannaan ahaan oo uu ugu heellan yahay xornimada Afrika, la dagaallanka musuqmaasuqa, iyo arrimo kale oo badan ayaa sumcad caalami ah u soo jiiday."
6810e37ec93e59710861dfc6,"How do you explain the long silence from Western publishers, and what initiatives in Africa and elsewhere are changing the landscape?","Sidee u sharxi kartaa aamusnaanta dheer ee ka timid daabacayaasha reer Galbeedka, iyo maxay yihiin hindisayaasha Afrika iyo meelo kale ee beddelaya muuqaalka?"
6810e37ec93e59710861dfc7,"This was the case for Ignace Sossou, who had been initially ordered to delete the information shared on his social media.","Tani waxay ahayd kiiska Ignace Sossou, oo markii hore lagu amray inuu tirtiro macluumaadka uu ku wadaagay baraha bulshada."
6810e37ec93e59710861dfc8,Some of her videos even include subtitles with English translations of the songs most of which are in the Lingala language.,Qaar ka mid ah muuqaaladeeda xitaa waxaa ku jira qoraallo hoose oo leh turjumaad Ingiriisi ah oo heesaha badankood oo ku qoran luqadda Lingala.
6810e37ec93e59710861dfc9,"Up to 75,000 people have fled the violence in Libya to Tunisia, since February 20, and even more people are expected.","Ilaa 75,000 oo qof ayaa ka qaxay rabshadaha ka socda Liibiya una gudbay Tuuniisiya, tan iyo 20-kii Febraayo, waxaana la filayaa in dad badan ay soo qixi doonaan."
6810e37ec93e59710861dfca,"For example, German has two different translations for “Log in,” one of which (anmelden) can also mean “Register” in different localizations.","Tusaale ahaan, Jarmal waxay leedahay laba turjumood oo kala duwan oo loogu talagalay ""Log in,"" mid ka mid ah (anmelden) ayaa sidoo kale macnaheedu noqon karaa ""Diiwaangelin"" goobaha kala duwan."
6810e37ec93e59710861dfcb,The OECD itself supports a Programme for International Student Assessment (PISA) where countries can measure results in comparison with one another.,Ururka OECD wuxuu taageeraa Barnaamijka Qiimaynta Ardayda Caalamiga ah (PISA) halkaas oo dalalku ay ku cabbiri karaan natiijooyinka marka la barbar dhigo midba midka kale.
6810e37ec93e59710861dfcc,This post is part of a series by Global Voices bloggers for the OECD engaging with post-2015 ideas for development worldwide.,Qoraalkan waa qayb ka mid ah taxane ay qoreen baloogyada Global Voices ee OECD oo ka qayb qaadanaya fikradaha horumarinta adduunka kadib 2015.
6810e37ec93e59710861dfcd,Boukary was recently featured in a series of video interviews conducted by Phil Paoletta on the site How to Draw Camels.,Dhawaan Boukary waxaa lagu soo bandhigay taxane wareysiyo fiidiyoow ah oo uu sameeyay Phil Paoletta oo ku yaal bogga How to Draw Camels.
6810e37ec93e59710861dfce,"In 2014, the use of mobile phones enabled electoral observation through digital and mobile platforms such as Citizen's Eye and Txeka-lá.","Sannadkii 2014, isticmaalka taleefannada gacanta ayaa suurtogeliyay kormeerka doorashada iyada oo loo marayo barnaamijyo dhijitaal ah iyo moobiil sida Citizen's Eye iyo Txeka-lá."
6810e37ec93e59710861dfcf,"As an Egyptian, she has seen numerous examples of communities forced by the sea level rise to relocate, even several times.","Iyada oo ah qof Masri ah, waxay aragtay tusaalooyin badan oo bulshooyin ah oo ay qasabtay kor u kaca heerka badda inay u guuraan meelo kale, xitaa dhowr jeer."
6810e37ec93e59710861dfd0,"@HB_1_2011: people are euphoric in egypt, and willing to sacrifice with food and money so the regime would go #jan25 #egypt","@HB_1_2011: Dadku aad bay ugu faraxsan yihiin Masar, waxayna diyaar u yihiin inay allabari u bixiyaan cunto iyo lacag si nidaamku u baxo #jan25 #egypt"
6810e37ec93e59710861dfd1,He has a heart for the underprivileged especially that his own story illustrates the challenges facing his family and many Malawi.,Wuxuu qalbi u hayaa dadka aan fursadaha helin gaar ahaan sheekadiisa oo muujineysa caqabadaha haysta qoyskiisa iyo dad badan oo reer Malawi ah.
6810e37ec93e59710861dfd2,A video showing what is being described as the arrest of former Egyptian president Mohamed Morsi is making the rounds online.,Muuqaal muujinaya waxa lagu tilmaamay xariggii madaxweynihii hore ee Masar Maxamed Mursi ayaa ku wareegaya baraha internetka.
6810e37ec93e59710861dfd3,"In this initial post, Nigerian author and poet Nwachukwu Egbunike speaks to our cause with a mix of prose and poetry.","Qoraalkan bilowga ah, qoraaga reer Nayjeeriya iyo gabayaaga Nwachukwu Egbunike wuxuu uga hadlayaa ujeeddadeenna isagoo isku daraya tiraab iyo gabayo."
6810e37ec93e59710861dfd4,"Reducing these costs would certainly be useful for authorities, given the economic difficulties resulting from the 2015 political crisis and sanctions.","Hoos u dhigista kharashyadan waxay hubaal ahaan faa'iido u yeelan lahayd mas'uuliyiinta, iyadoo la tixgelinayo dhibaatooyinka dhaqaale ee ka dhashay xiisadda siyaasadeed ee 2015 iyo cunaqabataynta."
6810e37ec93e59710861dfd5,"In a democratic country, the public prosecutor and tax authorities would ask the minister about the origin of this money pic.twitter.com/98809Ef1kM","Dal dimuqraadi ah, xeer ilaaliyaha guud iyo hay'adaha canshuuraha waxay wasiirka waydiin lahaayeen halka uu lacagtaan ka keenay pic.twitter.com/98809Ef1kM"
6810e37ec93e59710861dfd6,FN: Who are the big names in Malagasy and African photography that you would like to share with our global audience?,FN: Magacyada waaweyn ee sawir qaadista Malagasy iyo Afrika yaa aad jeclaan lahayd inaad la wadaagto dhagaystayaashayada adduunka?
6810e37ec93e59710861dfd7,"It is by asking questions and debating with each other that we, as a society, can grow and become more equitable.","Adiga oo su'aalo waydiinaya oo midba midka kale la doodaya ayaynu, bulsho ahaan, ku kori karnaa oo ku noqon karnaa kuwa sinnaan badan."
6810e37ec93e59710861dfd8,"Young people need to become more informed about the issues they care about — whether these are political, scientific, or otherwise.","Dhalinyaradu waxay u baahan yihiin inay wax badan ka ogaadaan arrimaha ay danaynayaan - hadday yihiin kuwo siyaasadeed, saynis, ama wax kale."
6810e37ec93e59710861dfd9,"“[This] is a self-portrait with a half-finished face, and the other half is sliced, showing the muscles, tendons and mucous membranes.","""[Kani] waa sawir iskiis ah oo leh weji badh dhammaystiran, badhka kalena waa la jarjaray, taasoo muujinaysa muruqyada, seedaha iyo xuubka xabka."""
6810e37ec93e59710861dfda,"I saw that there were many more people like me, I was not alone and that there were many of us!","Waxaan arkay in ay jiraan dad badan oo ila mid ah, kaligay ma ihi oo waxaa nahay tiro badan!"
6810e37ec93e59710861dfdb,"What is more, we had nothing to be scared of, because we are neither undercover agents nor members of armed forces.","Intaa waxaa dheer, waxba ma aanan ka baqayn, sababtoo ah annagu ma nihin basaasiin qarsoon ama xubno ka tirsan ciidamada qalabka sida."
6810e37ec93e59710861dfdc,"We all want more transparent, effective and accountable governments — with institutions that empower citizens and are responsive to their aspirations.","Dhammaanteen waxaan rabnaa dowlado hufan, waxtar leh oo isla xisaabtan leh — oo leh hay'ado awood siiya muwaadiniinta oo ka jawaaba himilooyinkooda."
6810e37ec93e59710861dfdd,The decree was enacted in the lead-up two elections — the municipal elections in 2018 and the general elections in 2019.,Digreetada waxaa la soo saaray intii u dhaxaysay laba doorasho - doorashadii dowladaha hoose ee 2018 iyo doorashadii guud ee 2019.
6810e37ec93e59710861dfde,We believe we have been a surveillance target of the Ethiopian government since the death of the Prime Minister Meles Zenawi.,Waxaan aaminsanahay inaan bartilmaameed u ahayn ilaalada dowladda Itoobiya tan iyo geeridii Ra'iisul Wasaare Meles Zenawi.
6810e37ec93e59710861dfdf,"Our favorite place for roasted chicken platters is Brador Pizza Restaurant because their rice is deliciously spiked with veggies, cloves and herbs.","Meesha aan ugu jecelnahay saxanada digaagga la dubay waa Makhaayadda Brador Pizza sababtoo ah bariiskooda waxaa si macaan leh loogu daray khudaar, qorfe iyo geedo yaryar."
6810e37ec93e59710861dfe0,Nelson Mandela Day is not a holiday – it is a day for all of us to all come together through action.,Maalinta Nelson Mandela ma ahan maalin fasax ah - waa maalin aan dhammaanteen isugu nimaadno ficil.
6810e37ec93e59710861dfe1,"“Baroque is a style characterized by exaggeration of movement, decorative excess, dramatic effects, exuberance and a grandeur that is at times pompous.”","""Baroque waa qaab lagu garto buunbuuninta dhaqdhaqaaqa, qurxinta xad dhaafka ah, saamaynta riwaayadeed, firfircooni iyo weynaan mararka qaar kibir badan."""
6810e37ec93e59710861dfe2,Cabiau also writes about the phenomenon of “libanga.”  Libanga is to Congolese music what product placement is to American film and television.,"Cabiau sidoo kale wuxuu wax ka qoraa dhacdada ""libanga."" Libanga waxay u tahay muusikada Congolese waxa meelaynta alaabtu u tahay filimada iyo telefishinka Mareykanka."
6810e37ec93e59710861dfe3,"Every day, it seems, high-priced food sends another country lurching through some crisis: demonstrations, riots, rumors of hoarding, falling governments, even deaths.","Maalin kasta, waxay u egtahay, cuntada qaali ah waxay dal kale ku ridaysaa qalalaase: dibadbaxyo, rabshado, warar xan ah oo ku saabsan kaydinta, dowlado dhacaya, xitaa dhimasho."
6810e37ec93e59710861dfe4,"The situation is doubly bad for rice importers like the Philippines, where the poor have felt the brunt of the price increase.","Xaaladdu waa mid aad u liidata oo laba jibbaaran kuwa bariiska soo dejiya sida Filibiin, halkaas oo dadka saboolka ah ay si weyn u dareemeen saameynta kor u kaca qiimaha."
6810e37ec93e59710861dfe5,"Finally, writing from the Caribbean island of Puerto Rico, “Gil the Jenius” asks for tougher punishments against public officials convicted of corruption.","Ugu dambeyntii, isagoo ka qoraya jasiiradda Puerto Rico ee Kariibiyaanka, ""Gil the Jenius"" wuxuu codsanayaa ciqaabo adag oo ka dhan ah mas'uuliyiinta dowladda ee lagu helo musuqmaasuq."
6810e37ec93e59710861dfe6,"The blog NeoProducts Kiosks, from the UK, makes the point that part of eChoupal’s success comes from leaving behind the traditional buyers.","Blog-ka NeoProducts Kiosks, oo ka socda Boqortooyada Ingiriiska, ayaa tilmaamaya in qayb ka mid ah guusha eChoupal ay ka timid ka tagista iibsadayaashii dhaqanka."
6810e37ec93e59710861dfe7,Rural markets are both economic and social networks and there is a strong connection between the operation of social and economic transactions.,Suuqyada miyigu waa shabakado dhaqaale iyo bulsho labadaba waxaana jira xiriir adag oo ka dhexeeya hawlgalka macaamil ganacsi iyo bulsho.
6810e37ec93e59710861dfe8,"One major problem facing internet users in the developing world is the combination of slow connectivity (or, interrupted connections) and graphic-intensive websites.",Dhibaato weyn oo ay la kulmaan dadka isticmaala internetka ee wadamada soo koraya waa isku darka xiriirka gaabiska ah (ama xiriirka go'a) iyo mareegaha sawirrada badan leh.
